paradigm_id,type,patient_count,drug_count,drugs,description
C055,drug_combination,50,2,G-CSF; plerixafor,G-CSF + plerixafor
C711,drug_combination,6,2,Cyclophosphamide; tazemetostat hydrobromide,Cyclophosphamide + tazemetostat hydrobromide
C722,drug_combination,6,2,"Combination, Rogaratinib + palbociclib + fulvestrant; Cyclophosphamide","Combination, Rogaratinib + palbociclib + fulvestrant + Cyclophosphamide"
C709,drug_combination,6,2,Indoximod; tretinoin,Indoximod + tretinoin
C600,drug_combination,6,2,Antibody-Drug Conjugates; tretinoin,Antibody-Drug Conjugates + tretinoin
C607,drug_combination,6,2,AZD1775; Cyclophosphamid,AZD1775 + Cyclophosphamid
C606,drug_combination,6,2,Nivolumab Protocol; tretinoin,Nivolumab Protocol + tretinoin
C605,drug_combination,6,2,Cyclophosphamide; DFMO,Cyclophosphamide + DFMO
C604,drug_combination,6,2,Cyclophosphamide; SAHA(Suberoylanilide,Cyclophosphamide + SAHA(Suberoylanilide
C603,drug_combination,6,2,Cyclophosphamide; concurrent capecitabine-based long-term radiotherapy followed by 4 cycles XELOX and a delayed TME,Cyclophosphamide + concurrent capecitabine-based long-term radiotherapy followed by 4 cycles XELOX and a delayed TME
C602,drug_combination,6,2,"Combination, Rogaratinib + palbociclib + fulvestrant; tretinoin","Combination, Rogaratinib + palbociclib + fulvestrant + tretinoin"
C601,drug_combination,6,2,1A46 Drug Substance; Cyclophosphamide,1A46 Drug Substance + Cyclophosphamide
C599,drug_combination,6,2,ETBX-071 PSA-based Oncolytic Virus; tretinoin,ETBX-071 PSA-based Oncolytic Virus + tretinoin
C609,drug_combination,6,2,Oncaspar; tretinoin,Oncaspar + tretinoin
C598,drug_combination,6,2,Cyclophosphamide; Palbociclib125mg,Cyclophosphamide + Palbociclib125mg
C597,drug_combination,6,2,Anlotinib hydrochloride capsule Combined With Concurrent Chemoradiotherapy; Cyclophosphamid,Anlotinib hydrochloride capsule Combined With Concurrent Chemoradiotherapy + Cyclophosphamid
C596,drug_combination,6,2,Cyclophosphamid; Surufatinib,Cyclophosphamid + Surufatinib
C595,drug_combination,6,2,paclitaxel + everolimus RAD001; tretinoin,paclitaxel + everolimus RAD001 + tretinoin
C594,drug_combination,6,2,Investigational Chemotherapy (unspecified); tretinoin,Investigational Chemotherapy (unspecified) + tretinoin
C593,drug_combination,6,2,"Cyclophosphamide; Enzalutamide,, soft capsules, once daily","Cyclophosphamide + Enzalutamide,, soft capsules, once daily"
C592,drug_combination,6,2,Cyclophosphamide; Surufatinib and Serplulimab,Cyclophosphamide + Surufatinib and Serplulimab
C608,drug_combination,6,2,Cyclophosphamid; Nivolumab induction,Cyclophosphamid + Nivolumab induction
C610,drug_combination,6,2,Three-drug chemotherapy group; tretinoin,Three-drug chemotherapy group + tretinoin
C590,drug_combination,6,2,Fenretinide; tretinoin,Fenretinide + tretinoin
C620,drug_combination,6,2,Cyclophosphamide; Ipilimumab -/kg,Cyclophosphamide + Ipilimumab -/kg
C627,drug_combination,6,2,Cyclophosphamide; ntifier:ADVL0921,Cyclophosphamide + ntifier:ADVL0921
C626,drug_combination,6,2,ipilimumab; tretinoin,ipilimumab + tretinoin
C625,drug_combination,6,2,Adjuvant Atezolizumab-Bevacizumab Therapy; Cyclophosphamid,Adjuvant Atezolizumab-Bevacizumab Therapy + Cyclophosphamid
C624,drug_combination,6,2,Bevacizumab-IRDye800CW; Cyclophosphamid,Bevacizumab-IRDye800CW + Cyclophosphamid
C623,drug_combination,6,2,Cyclophosphamid; once daily for two consecutive days Picato,Cyclophosphamid + once daily for two consecutive days Picato
C622,drug_combination,6,2,Cyclophosphamid; Drugs Approved for Conditions Related to Cancer,Cyclophosphamid + Drugs Approved for Conditions Related to Cancer
C621,drug_combination,6,2,Cyclophosphamid; Relatlimab FDC + Nivolumab,Cyclophosphamid + Relatlimab FDC + Nivolumab
C619,drug_combination,6,2,131-MIBG + Vorinostat; tretinoin,131-MIBG + Vorinostat + tretinoin
C611,drug_combination,6,2,Cyclophosphamide; SAHA-Suberoylanilide,Cyclophosphamide + SAHA-Suberoylanilide
C618,drug_combination,6,2,Cyclophosphamid; LVGN3616 + LVGN6051 + Bevacizumab + Cyclophosphamide,Cyclophosphamid + LVGN3616 + LVGN6051 + Bevacizumab + Cyclophosphamide
C617,drug_combination,6,2,Cyclophosphamide; Nivolumab Protocol,Cyclophosphamide + Nivolumab Protocol
C616,drug_combination,6,2,Cemiplimab REGN2810; tretinoin,Cemiplimab REGN2810 + tretinoin
C615,drug_combination,6,2,Combination drug; tretinoin,Combination drug + tretinoin
C614,drug_combination,6,2,Bortezomib drug; Cyclophosphamide,Bortezomib drug + Cyclophosphamide
C613,drug_combination,6,2,Combination drug; Cyclophosphamide,Combination drug + Cyclophosphamide
C612,drug_combination,6,2,Cyclophosphamide; Recombinant oncolytic herpes simplex virus type Ⅰ R130,Cyclophosphamide + Recombinant oncolytic herpes simplex virus type Ⅰ R130
C591,drug_combination,6,2,Nivolumab with chemoradiation; tretinoin,Nivolumab with chemoradiation + tretinoin
C589,drug_combination,6,2,Cyclophosphamid; DIFLUOROMETHYLORNITHINE,Cyclophosphamid + DIFLUOROMETHYLORNITHINE
C629,drug_combination,6,2,Cyclophosphamide; trametinib,Cyclophosphamide + trametinib
C559,drug_combination,6,2,Fulphila; carboplatin,Fulphila + carboplatin
C566,drug_combination,6,2,"standard platinum-based concurrent chemoradiotherapy, followed by consolidation with PDR001; tretinoin","standard platinum-based concurrent chemoradiotherapy, followed by consolidation with PDR001 + tretinoin"
C565,drug_combination,6,2,Fulphila; mesna,Fulphila + mesna
C564,drug_combination,6,2,ATRA; pegfilgrastim,ATRA + pegfilgrastim
C563,drug_combination,6,2,ATRA; mesna,ATRA + mesna
C562,drug_combination,6,2,Investigational Chemotherapy (unspecified); Mekinist,Investigational Chemotherapy (unspecified) + Mekinist
C561,drug_combination,6,2,Progesterone; Temozolomide capsule,Progesterone + Temozolomide capsule
C560,drug_combination,6,2,Progesterone; temozolomide,Progesterone + temozolomide
C558,drug_combination,6,2,Valproic Acid; carboplatin,Valproic Acid + carboplatin
C568,drug_combination,6,2,SAHA/Vorinostat; tretinoin,SAHA/Vorinostat + tretinoin
C557,drug_combination,6,2,Cyclophosphamide; Rituxan,Cyclophosphamide + Rituxan
C556,drug_combination,6,2,Cyclophosphamid; rituximab,Cyclophosphamid + rituximab
C555,drug_combination,6,2,Cyclophosphamide; rituximab,Cyclophosphamide + rituximab
C554,drug_combination,6,2,Cyclophosphamid; Rituxan,Cyclophosphamid + Rituxan
C553,drug_combination,6,2,Progesterone; nivolumab,Progesterone + nivolumab
C552,drug_combination,6,2,Progesterone; triamcinolone,Progesterone + triamcinolone
C708,drug_combination,6,2,Cyclophosphamid; Drugs Approved for Different Types of Cancer,Cyclophosphamid + Drugs Approved for Different Types of Cancer
C567,drug_combination,6,2,Cyclophosphamid; Placebo - Concentrate,Cyclophosphamid + Placebo - Concentrate
C569,drug_combination,6,2,Cyclophosphamide; ONO-7475 once daily,Cyclophosphamide + ONO-7475 once daily
C588,drug_combination,6,2,loncastuximab tesirine; tretinoin,loncastuximab tesirine + tretinoin
C580,drug_combination,6,2,FOLFIRI-BEVACIZUMAB; tretinoin,FOLFIRI-BEVACIZUMAB + tretinoin
C587,drug_combination,6,2,DFMO; tretinoin,DFMO + tretinoin
C586,drug_combination,6,2,Placebo - Concentrate; tretinoin,Placebo - Concentrate + tretinoin
C585,drug_combination,6,2,Mocetinostat Maintenance Phase + Ipilimumab + Nivolumab; tretinoin,Mocetinostat Maintenance Phase + Ipilimumab + Nivolumab + tretinoin
C584,drug_combination,6,2,Cyclophosphamide; Nivolumab-relatlimab FDC,Cyclophosphamide + Nivolumab-relatlimab FDC
C583,drug_combination,6,2,Serplulimab combined with bevacizumab and first-line chemotherapy; tretinoin,Serplulimab combined with bevacizumab and first-line chemotherapy + tretinoin
C582,drug_combination,6,2,Cyclophosphamid; TAK-580,Cyclophosphamid + TAK-580
C581,drug_combination,6,2,Cyclophosphamide; Serplulimab combined with bevacizumab and first-line chemotherapy,Cyclophosphamide + Serplulimab combined with bevacizumab and first-line chemotherapy
C579,drug_combination,6,2,"Bevacizumab, Everolimus and LBH589; tretinoin","Bevacizumab, Everolimus and LBH589 + tretinoin"
C570,drug_combination,6,2,Cemiplimab REGN2810; Cyclophosphamid,Cemiplimab REGN2810 + Cyclophosphamid
C578,drug_combination,6,2,palbociclib; tretinoin,palbociclib + tretinoin
C577,drug_combination,6,2,G-CSF; isotretinoin,G-CSF + isotretinoin
C576,drug_combination,6,2,"Bevacizumab, Everolimus and LBH589; Cyclophosphamide","Bevacizumab, Everolimus and LBH589 + Cyclophosphamide"
C574,drug_combination,6,2,Cyclophosphamid; Three-drug chemotherapy group,Cyclophosphamid + Three-drug chemotherapy group
C573,drug_combination,6,2,Cyclophosphamid; Oncolytic virus VRT106,Cyclophosphamid + Oncolytic virus VRT106
C572,drug_combination,6,2,131-MIBG + Vorinostat; Cyclophosphamid,131-MIBG + Vorinostat + Cyclophosphamid
C571,drug_combination,6,2,Cyclophosphamid; Everolimus Afinitor tablets,Cyclophosphamid + Everolimus Afinitor tablets
C628,drug_combination,6,2,Cyclophosphamid; FOLFIRI-BEVACIZUMAB,Cyclophosphamid + FOLFIRI-BEVACIZUMAB
C575,drug_combination,6,2,CUDC-907; tretinoin,CUDC-907 + tretinoin
C630,drug_combination,6,2,Cyclophosphamide; Indoximod,Cyclophosphamide + Indoximod
C680,drug_combination,6,2,PTC596; tretinoin,PTC596 + tretinoin
C687,drug_combination,6,2,Anti-PD-1 Drugs; Cyclophosphamid,Anti-PD-1 Drugs + Cyclophosphamid
C686,drug_combination,6,2,Bevacizumab Avastin; Cyclophosphamid,Bevacizumab Avastin + Cyclophosphamid
C685,drug_combination,6,2,Mocetinostat Induction Phase + Ipilimumab + Nivolumab; tretinoin,Mocetinostat Induction Phase + Ipilimumab + Nivolumab + tretinoin
C684,drug_combination,6,2,chlorambucil drug; tretinoin,chlorambucil drug + tretinoin
C683,drug_combination,6,2,concurrent capecitabine-based long-term radiotherapy followed by 4 cycles XELOX and a delayed TME; tretinoin,concurrent capecitabine-based long-term radiotherapy followed by 4 cycles XELOX and a delayed TME + tretinoin
C682,drug_combination,6,2,Nivolumab -/kg; tretinoin,Nivolumab -/kg + tretinoin
C681,drug_combination,6,2,Cyclophosphamid; trametinib dimethyl sulfoxide,Cyclophosphamid + trametinib dimethyl sulfoxide
C679,drug_combination,6,2,tazemetostat hydrobromide; tretinoin,tazemetostat hydrobromide + tretinoin
C689,drug_combination,6,2,***; Cyclophosphamid,*** + Cyclophosphamid
C678,drug_combination,6,2,Cyclophosphamid; Serplulimab combined with bevacizumab and first-line chemotherapy,Cyclophosphamid + Serplulimab combined with bevacizumab and first-line chemotherapy
C677,drug_combination,6,2,Cyclophosphamide; DIFLUOROMETHYLORNITHINE,Cyclophosphamide + DIFLUOROMETHYLORNITHINE
C676,drug_combination,6,2,tazemetostat; tretinoin,tazemetostat + tretinoin
C675,drug_combination,6,2,Cyclophosphamid; LVGN3616 + LVGN6051 + LVGN7409 + Bevacizumab + Cyclophosphamide,Cyclophosphamid + LVGN3616 + LVGN6051 + LVGN7409 + Bevacizumab + Cyclophosphamide
C674,drug_combination,6,2,Adjuvant Atezolizumab-Bevacizumab Therapy; tretinoin,Adjuvant Atezolizumab-Bevacizumab Therapy + tretinoin
C673,drug_combination,6,2,Bevacizumab-IRDye800CW; tretinoin,Bevacizumab-IRDye800CW + tretinoin
C672,drug_combination,6,2,palbociclib isethionate; tretinoin,palbociclib isethionate + tretinoin
C688,drug_combination,6,2,Cyclophosphamid; Fenretinide,Cyclophosphamid + Fenretinide
C690,drug_combination,6,2,Cyclophosphamid; SAHA(Suberoylanilide,Cyclophosphamid + SAHA(Suberoylanilide
C670,drug_combination,6,2,Investigational Chemotherapy (unspecified); mesna,Investigational Chemotherapy (unspecified) + mesna
C701,drug_combination,6,2,Cyclophosphamide; Drugs Approved for Conditions Related to Cancer,Cyclophosphamide + Drugs Approved for Conditions Related to Cancer
C707,drug_combination,6,2,Cyclophosphamide; FOLFIRI-BEVACIZUMAB,Cyclophosphamide + FOLFIRI-BEVACIZUMAB
C631,drug_combination,6,2,Cyclophosphamid; tazemetostat hydrobromide,Cyclophosphamid + tazemetostat hydrobromide
C706,drug_combination,6,2,Cyclophosphamid; Nivolumab maintenance,Cyclophosphamid + Nivolumab maintenance
C705,drug_combination,6,2,Access to Experimental Drugs; tretinoin,Access to Experimental Drugs + tretinoin
C704,drug_combination,6,2,Cyclophosphamid; Trametinib placebo,Cyclophosphamid + Trametinib placebo
C703,drug_combination,6,2,"Bevacizumab, Everolimus and LBH589; Cyclophosphamid","Bevacizumab, Everolimus and LBH589 + Cyclophosphamid"
C702,drug_combination,6,2,Cyclophosphamide; once daily for two consecutive days Picato,Cyclophosphamide + once daily for two consecutive days Picato
C700,drug_combination,6,2,fenretinide lipid matrix; tretinoin,fenretinide lipid matrix + tretinoin
C691,drug_combination,6,2,pegfilgrastim; tretinoin,pegfilgrastim + tretinoin
C699,drug_combination,6,2,Cyclophosphamide; Relatlimab FDC + Nivolumab,Cyclophosphamide + Relatlimab FDC + Nivolumab
C698,drug_combination,6,2,Cyclophosphamide; Trifluridine/tipiracil + bevacizumab,Cyclophosphamide + Trifluridine/tipiracil + bevacizumab
C697,drug_combination,6,2,Drugs Approved for Different Types of Cancer; tretinoin,Drugs Approved for Different Types of Cancer + tretinoin
C696,drug_combination,6,2,Cyclophosphamid; two-drug chemotherapy group,Cyclophosphamid + two-drug chemotherapy group
C694,drug_combination,6,2,Everolimus Afinitor tablets; tretinoin,Everolimus Afinitor tablets + tretinoin
C693,drug_combination,6,2,CUDC-907; Cyclophosphamide,CUDC-907 + Cyclophosphamide
C692,drug_combination,6,2,tretinoin; vincristine,tretinoin + vincristine
C671,drug_combination,6,2,Cyclophosphamide; TAK-580,Cyclophosphamide + TAK-580
C695,drug_combination,6,2,ntifier:ADVL0921; tretinoin,ntifier:ADVL0921 + tretinoin
C669,drug_combination,6,2,Access to Experimental Drugs; Cyclophosphamid,Access to Experimental Drugs + Cyclophosphamid
C650,drug_combination,6,2,Cyclophosphamide; Placebo - Concentrate,Cyclophosphamide + Placebo - Concentrate
C648,drug_combination,6,2,Cyclophosphamid; Nivolumab with chemoradiation,Cyclophosphamid + Nivolumab with chemoradiation
C647,drug_combination,6,2,AZD1775; tretinoin,AZD1775 + tretinoin
C646,drug_combination,6,2,Drugs Approved for Conditions Related to Cancer; tretinoin,Drugs Approved for Conditions Related to Cancer + tretinoin
C645,drug_combination,6,2,"Cyclophosphamid; standard platinum-based concurrent chemoradiotherapy, followed by consolidation with PDR001","Cyclophosphamid + standard platinum-based concurrent chemoradiotherapy, followed by consolidation with PDR001"
C644,drug_combination,6,2,Cyclophosphamid; concurrent capecitabine-based long-term radiotherapy followed by a Regular TME and 6 Cycles XELOX,Cyclophosphamid + concurrent capecitabine-based long-term radiotherapy followed by a Regular TME and 6 Cycles XELOX
C643,drug_combination,6,2,Cyclophosphamide; mFOLFOX6 + Bevacizumab + PD-1 monoclonal antibody,Cyclophosphamide + mFOLFOX6 + Bevacizumab + PD-1 monoclonal antibody
C642,drug_combination,6,2,everolimus; tretinoin,everolimus + tretinoin
C641,drug_combination,6,2,AMG386 and bevacizumab; tretinoin,AMG386 and bevacizumab + tretinoin
C640,drug_combination,6,2,Surufatinib and Serplulimab; tretinoin,Surufatinib and Serplulimab + tretinoin
C638,drug_combination,6,2,AMG386 and bevacizumab; Cyclophosphamide,AMG386 and bevacizumab + Cyclophosphamide
C637,drug_combination,6,2,Cyclophosphamid; Surufatinib plus chemotherapy,Cyclophosphamid + Surufatinib plus chemotherapy
C636,drug_combination,6,2,Anlotinib hydrochloride capsule Combined With Concurrent Chemoradiotherapy; tretinoin,Anlotinib hydrochloride capsule Combined With Concurrent Chemoradiotherapy + tretinoin
C635,drug_combination,6,2,Drugs Approved for Childhood Cancers; tretinoin,Drugs Approved for Childhood Cancers + tretinoin
C634,drug_combination,6,2,Nivolumab and Relatlimab-rmbw; tretinoin,Nivolumab and Relatlimab-rmbw + tretinoin
C668,drug_combination,6,2,Chemo with concomitant Capecitabine and KD018; tretinoin,Chemo with concomitant Capecitabine and KD018 + tretinoin
C633,drug_combination,6,2,Cyclophosphamid; vorinostat,Cyclophosphamid + vorinostat
C632,drug_combination,6,2,Cyclophosphamide; DS-8273a + nivolumab,Cyclophosphamide + DS-8273a + nivolumab
C649,drug_combination,6,2,tretinoin; vorinostat,tretinoin + vorinostat
C639,drug_combination,6,2,Cyclophosphamid; ONC201,Cyclophosphamid + ONC201
C651,drug_combination,6,2,trametinib dimethyl sulfoxide; tretinoin,trametinib dimethyl sulfoxide + tretinoin
C659,drug_combination,6,2,Trametinib placebo; tretinoin,Trametinib placebo + tretinoin
C665,drug_combination,6,2,"Combination of Gemcitabine, Oxaliplatin, Sintilimab and Bevacizumab; Cyclophosphamide","Combination of Gemcitabine, Oxaliplatin, Sintilimab and Bevacizumab + Cyclophosphamide"
C666,drug_combination,6,2,Cyclophosphamid; everolimus,Cyclophosphamid + everolimus
C652,drug_combination,6,2,Cyclophosphamide; Drugs Approved for Childhood Cancers,Cyclophosphamide + Drugs Approved for Childhood Cancers
C667,drug_combination,6,2,TAK-580; tretinoin,TAK-580 + tretinoin
C664,drug_combination,6,2,Chemo with concomitant Capecitabine and KD018; Cyclophosphamide,Chemo with concomitant Capecitabine and KD018 + Cyclophosphamide
C663,drug_combination,6,2,AZD6244; Cyclophosphamid,AZD6244 + Cyclophosphamid
C661,drug_combination,6,2,Pemetrexed and Gemcitabine plus Bevacizumab; tretinoin,Pemetrexed and Gemcitabine plus Bevacizumab + tretinoin
C660,drug_combination,6,2,IV FOLFIRI+ target agent bevacizumab or cetuximab every 2 weeks; tretinoin,IV FOLFIRI+ target agent bevacizumab or cetuximab every 2 weeks + tretinoin
C662,drug_combination,6,2,LVGN3616 + LVGN6051 + Bevacizumab + Cyclophosphamide; tretinoin,LVGN3616 + LVGN6051 + Bevacizumab + Cyclophosphamide + tretinoin
C655,drug_combination,6,2,Cyclophosphamid; paclitaxel + everolimus RAD001,Cyclophosphamid + paclitaxel + everolimus RAD001
C657,drug_combination,6,2,intra-arterial oxaliplatin + Systemic FOLFIRI + target agent bevacizumab or cetuximab every 2 weeks; tretinoin,intra-arterial oxaliplatin + Systemic FOLFIRI + target agent bevacizumab or cetuximab every 2 weeks + tretinoin
C656,drug_combination,6,2,BRAF inhibitor dabrafenib and MEK inhibitor trametinib; Cyclophosphamide,BRAF inhibitor dabrafenib and MEK inhibitor trametinib + Cyclophosphamide
C653,drug_combination,6,2,Cyclophosphamide; Oncolytic virus VRT106,Cyclophosphamide + Oncolytic virus VRT106
C654,drug_combination,6,2,Cyclophosphamid; Oncaspar,Cyclophosphamid + Oncaspar
C658,drug_combination,6,2,ONC201; tretinoin,ONC201 + tretinoin
C1014,drug_combination,5,2,"Imatinib, Fluorouracil, Oxaliplatin, Leucovorin and Bevacizumab; Mekinist","Imatinib, Fluorouracil, Oxaliplatin, Leucovorin and Bevacizumab + Mekinist"
C1020,drug_combination,5,2,AZD1775; Mekinist,AZD1775 + Mekinist
C1019,drug_combination,5,2,Drugs Approved for Conditions Related to Cancer; Mekinist,Drugs Approved for Conditions Related to Cancer + Mekinist
C1018,drug_combination,5,2,Mekinist; fenretinide lipid matrix,Mekinist + fenretinide lipid matrix
C1016,drug_combination,5,2,Drugs Approved for Childhood Cancers; Mekinist,Drugs Approved for Childhood Cancers + Mekinist
C1017,drug_combination,5,2,Anlotinib hydrochloride capsule Combined With Concurrent Chemoradiotherapy; Mekinist,Anlotinib hydrochloride capsule Combined With Concurrent Chemoradiotherapy + Mekinist
C1012,drug_combination,5,2,MK-1775; Mekinist,MK-1775 + Mekinist
C1015,drug_combination,5,2,"Mekinist; rituximab, cyclophosphamide, etoposide, prednisone, vorinostat and QOL questionnaire, peg-filgrastim or filgrastim","Mekinist + rituximab, cyclophosphamide, etoposide, prednisone, vorinostat and QOL questionnaire, peg-filgrastim or filgrastim"
C1013,drug_combination,5,2,Mekinist; loncastuximab tesirine,Mekinist + loncastuximab tesirine
C1022,drug_combination,5,2,Mekinist; selinexor,Mekinist + selinexor
C1021,drug_combination,5,2,Mekinist; Mocetinostat Induction Phase + Ipilimumab + Nivolumab,Mekinist + Mocetinostat Induction Phase + Ipilimumab + Nivolumab
C1029,drug_combination,5,2,Mekinist; intra-arterial oxaliplatin + Systemic FOLFIRI + target agent bevacizumab or cetuximab every 2 weeks,Mekinist + intra-arterial oxaliplatin + Systemic FOLFIRI + target agent bevacizumab or cetuximab every 2 weeks
C1023,drug_combination,5,2,Mekinist; Nivolumab & Ipilimumab,Mekinist + Nivolumab & Ipilimumab
C1024,drug_combination,5,2,Mekinist; Pemetrexed and Gemcitabine plus Bevacizumab,Mekinist + Pemetrexed and Gemcitabine plus Bevacizumab
C1025,drug_combination,5,2,LVGN3616 + LVGN6051 + Bevacizumab + Cyclophosphamide; Mekinist,LVGN3616 + LVGN6051 + Bevacizumab + Cyclophosphamide + Mekinist
C1026,drug_combination,5,2,Mekinist; chlorambucil drug,Mekinist + chlorambucil drug
C1027,drug_combination,5,2,Mekinist; Palbociclib100mg,Mekinist + Palbociclib100mg
C1028,drug_combination,5,2,DIFLUOROMETHYLORNITHINE; Mekinist,DIFLUOROMETHYLORNITHINE + Mekinist
C1030,drug_combination,5,2,Mekinist; albumin-bound paclitaxe combined with bevacizumab biosimilar,Mekinist + albumin-bound paclitaxe combined with bevacizumab biosimilar
C1031,drug_combination,5,2,Bevacizumab-IRDye800CW; Mekinist,Bevacizumab-IRDye800CW + Mekinist
C1032,drug_combination,5,2,Adjuvant Atezolizumab-Bevacizumab Therapy; Mekinist,Adjuvant Atezolizumab-Bevacizumab Therapy + Mekinist
C1033,drug_combination,5,2,Mekinist; ONO-7475 once daily,Mekinist + ONO-7475 once daily
C1010,drug_combination,5,2,Mekinist; epirubicin - cyclophosphamide / docetaxel + bevacizumab,Mekinist + epirubicin - cyclophosphamide / docetaxel + bevacizumab
C1035,drug_combination,5,2,Mekinist; Trifluridine/tipiracil + bevacizumab,Mekinist + Trifluridine/tipiracil + bevacizumab
C1034,drug_combination,5,2,Mekinist; bevacizumab,Mekinist + bevacizumab
C1011,drug_combination,5,2,Mekinist; Nivolumab and Hyaluronidase-nvhy,Mekinist + Nivolumab and Hyaluronidase-nvhy
C992,drug_combination,5,2,Mekinist; Serplulimab combined with bevacizumab and first-line chemotherapy,Mekinist + Serplulimab combined with bevacizumab and first-line chemotherapy
C1009,drug_combination,5,2,131-MIBG + Vorinostat; Mekinist,131-MIBG + Vorinostat + Mekinist
C1008,drug_combination,5,2,Cemiplimab REGN2810; Mekinist,Cemiplimab REGN2810 + Mekinist
C983,drug_combination,5,2,Mekinist; Nivolumab with chemoradiation,Mekinist + Nivolumab with chemoradiation
C1037,drug_combination,5,2,Mekinist; Surufatinib and Serplulimab,Mekinist + Surufatinib and Serplulimab
C984,drug_combination,5,2,BRAF inhibitor dabrafenib and MEK inhibitor trametinib; Mekinist,BRAF inhibitor dabrafenib and MEK inhibitor trametinib + Mekinist
C985,drug_combination,5,2,Chemo with concomitant Capecitabine and KD018; Mekinist,Chemo with concomitant Capecitabine and KD018 + Mekinist
C986,drug_combination,5,2,"Combination of Gemcitabine, Oxaliplatin, Sintilimab and Bevacizumab; Mekinist","Combination of Gemcitabine, Oxaliplatin, Sintilimab and Bevacizumab + Mekinist"
C987,drug_combination,5,2,"Enzalutamide,, soft capsules, once daily; Mekinist","Enzalutamide,, soft capsules, once daily + Mekinist"
C988,drug_combination,5,2,Mekinist; Oncaspar,Mekinist + Oncaspar
C989,drug_combination,5,2,Mekinist; paclitaxel + everolimus RAD001,Mekinist + paclitaxel + everolimus RAD001
C990,drug_combination,5,2,Anti-PD-1 Drugs; Mekinist,Anti-PD-1 Drugs + Mekinist
C991,drug_combination,5,2,Mekinist; everolimus,Mekinist + everolimus
C993,drug_combination,5,2,Mekinist; trametinib dimethyl sulfoxide,Mekinist + trametinib dimethyl sulfoxide
C994,drug_combination,5,2,CUDC-907; Mekinist,CUDC-907 + Mekinist
C995,drug_combination,5,2,Everolimus Afinitor tablets; Mekinist,Everolimus Afinitor tablets + Mekinist
C996,drug_combination,5,2,Mekinist; SAHA(Suberoylanilide,Mekinist + SAHA(Suberoylanilide
C997,drug_combination,5,2,FOLFIRI-BEVACIZUMAB; Mekinist,FOLFIRI-BEVACIZUMAB + Mekinist
C998,drug_combination,5,2,DFMO; Mekinist,DFMO + Mekinist
C999,drug_combination,5,2,Mekinist; two-drug chemotherapy group,Mekinist + two-drug chemotherapy group
C1000,drug_combination,5,2,ETBX-071 PSA-based Oncolytic Virus; Mekinist,ETBX-071 PSA-based Oncolytic Virus + Mekinist
C1001,drug_combination,5,2,Antibody-Drug Conjugates; Mekinist,Antibody-Drug Conjugates + Mekinist
C1002,drug_combination,5,2,"Combination, Rogaratinib + palbociclib + fulvestrant; Mekinist","Combination, Rogaratinib + palbociclib + fulvestrant + Mekinist"
C1003,drug_combination,5,2,Mekinist; Trametinib placebo,Mekinist + Trametinib placebo
C1004,drug_combination,5,2,Mekinist; Nivolumab maintenance,Mekinist + Nivolumab maintenance
C1005,drug_combination,5,2,Mekinist; ntifier:ADVL0921,Mekinist + ntifier:ADVL0921
C1006,drug_combination,5,2,Mekinist; loncastuximab tesirine-lpyl,Mekinist + loncastuximab tesirine-lpyl
C1007,drug_combination,5,2,Mekinist; palbociclib isethionate,Mekinist + palbociclib isethionate
C1036,drug_combination,5,2,Mekinist; Nivolumab-relatlimab FDC,Mekinist + Nivolumab-relatlimab FDC
C1075,drug_combination,5,2,Mekinist; Surufatinib,Mekinist + Surufatinib
C1038,drug_combination,5,2,Mekinist; palbociclib,Mekinist + palbociclib
C1080,drug_combination,5,2,Mekinist; nivolumab,Mekinist + nivolumab
C1068,drug_combination,5,2,Dabrafenib and trametinib combination; Mekinist,Dabrafenib and trametinib combination + Mekinist
C1069,drug_combination,5,2,Mekinist; Oncolytic virus VRT106,Mekinist + Oncolytic virus VRT106
C1070,drug_combination,5,2,Fenretinide; Mekinist,Fenretinide + Mekinist
C1071,drug_combination,5,2,Mekinist; Three-drug chemotherapy group,Mekinist + Three-drug chemotherapy group
C1072,drug_combination,5,2,Mekinist; TAK-580,Mekinist + TAK-580
C1073,drug_combination,5,2,Mekinist; dasatinib,Mekinist + dasatinib
C1074,drug_combination,5,2,1A46 Drug Substance; Mekinist,1A46 Drug Substance + Mekinist
C1076,drug_combination,5,2,Combination drug; Mekinist,Combination drug + Mekinist
C1077,drug_combination,5,2,Bortezomib drug; Mekinist,Bortezomib drug + Mekinist
C1078,drug_combination,5,2,Mekinist; Nivolumab induction,Mekinist + Nivolumab induction
C1079,drug_combination,5,2,Mekinist; Nivolumab -/kg,Mekinist + Nivolumab -/kg
C1081,drug_combination,5,2,Mekinist; Relatlimab FDC + Nivolumab,Mekinist + Relatlimab FDC + Nivolumab
C1066,drug_combination,5,2,"Bevacizumab, Everolimus and LBH589; Mekinist","Bevacizumab, Everolimus and LBH589 + Mekinist"
C1082,drug_combination,5,2,Mekinist; once daily for two consecutive days Picato,Mekinist + once daily for two consecutive days Picato
C1083,drug_combination,5,2,AMG386 and bevacizumab; Mekinist,AMG386 and bevacizumab + Mekinist
C1084,drug_combination,5,2,Ziextenzo; methotrexate,Ziextenzo + methotrexate
C1085,drug_combination,5,2,Leucovorin; Ziextenzo,Leucovorin + Ziextenzo
C1086,drug_combination,5,2,cabozantinib; cabozantinib s-malate,cabozantinib + cabozantinib s-malate
