drug_id,alias,alias_type,source,source_ref,normalized_key
,5-Fluorouracil deoxyriboside,hem_onc,HemOnc,,5fluorouracildeoxyriboside
,5-Fluorouridine Deoxyribose,hem_onc,HemOnc,,5fluorouridinedeoxyribose
,FDUR,hem_onc,HemOnc,,fdur
,FLOXURIDINE,hem_onc,HemOnc,,floxuridine
,FUDR,hem_onc,HemOnc,,fudr
,FUdR,hem_onc,HemOnc,,fudr
,Floxuridin,hem_onc,HemOnc,,floxuridin
,Floxuridine,hem_onc,HemOnc,,floxuridine
,Fluorodeoxyuridine,hem_onc,HemOnc,,fluorodeoxyuridine
,Fluorouridine Deoxyribose,hem_onc,HemOnc,,fluorouridinedeoxyribose
,Fluoruridine Deoxyribose,hem_onc,HemOnc,,fluoruridinedeoxyribose
,Fluoruridine deoxyribose,hem_onc,HemOnc,,fluoruridinedeoxyribose
,WR 138720,hem_onc,HemOnc,,wr138720
,WR-138720,hem_onc,HemOnc,,wr138720
,WR138720,hem_onc,HemOnc,,wr138720
,floxuridine,hem_onc,HemOnc,,floxuridine
,Diflucan,hem_onc,HemOnc,,diflucan
,FLUCONAZOLE,hem_onc,HemOnc,,fluconazole
,Fluconazole,hem_onc,HemOnc,,fluconazole
,"alpha-(2,4-difluorophenyl)-alpha- (1,2,4-triazol-1-ylmethyl)-1,2, 4- triazole-1-ethanol",hem_onc,HemOnc,,alpha24difluorophenylalpha124triazol1ylmethyl124triazole1ethanol
,fluconazole,hem_onc,HemOnc,,fluconazole
,2-Fluoro-9-beta-arabinofuranosyladenine,hem_onc,HemOnc,,2fluoro9betaarabinofuranosyladenine
,2-Fluorovidarabine,hem_onc,HemOnc,,2fluorovidarabine
,9-Beta-D-arabinofuranosyl-2-fluoro-9H-purin-6-amine,hem_onc,HemOnc,,9betadarabinofuranosyl2fluoro9hpurin6amine
,9-Beta-D-arabinofuranosyl-2-fluoroadenine,hem_onc,HemOnc,,9betadarabinofuranosyl2fluoroadenine
rx:24698.0,FLUDARABINE,hem_onc,HemOnc,,fludarabine
rx:24698.0,Fludarabine,hem_onc,HemOnc,,fludarabine
,Fluradosa,hem_onc,HemOnc,,fluradosa
rx:24698.0,fludarabine,hem_onc,HemOnc,,fludarabine
,FLUDROCORTISONE,hem_onc,HemOnc,,fludrocortisone
,Florinef,hem_onc,HemOnc,,florinef
,Fludrocortisone,hem_onc,HemOnc,,fludrocortisone
,fludrocortisone,hem_onc,HemOnc,,fludrocortisone
,4-(4-Methyl-piperazin-1-ylmethyl)-N-[6-methyl-5-(4-pyridin-3-yl-pyrimidin-2-ylamino)-pyridin-3-yl]-3-trifluoromethyl-benzamide,hem_onc,HemOnc,,44methylpiperazin1ylmethyln6methyl54pyridin3ylpyrimidin2ylaminopyridin3yl3trifluoromethylbenzamide
,FLUMBATINIB,hem_onc,HemOnc,,flumbatinib
,Flumatinib,hem_onc,HemOnc,,flumatinib
,Flumbatinib,hem_onc,HemOnc,,flumbatinib
,HH GV 678,hem_onc,HemOnc,,hhgv678
,HH-GV-678,hem_onc,HemOnc,,hhgv678
,HH-GV678,hem_onc,HemOnc,,hhgv678
,HHGV678,hem_onc,HemOnc,,hhgv678
,"2,4-Dioxo-5-fluoropyrimidine",hem_onc,HemOnc,,24dioxo5fluoropyrimidine
,5 FU,hem_onc,HemOnc,,5fu
,5 Fluorouracil,hem_onc,HemOnc,,5fluorouracil
,5 Fluorouracilum,hem_onc,HemOnc,,5fluorouracilum
,5-FU,hem_onc,HemOnc,,5fu
,"5-Fluoro-2,4(1H, 3H)-pyrimidinedione",hem_onc,HemOnc,,5fluoro241h3hpyrimidinedione
,"5-Fluoro-2,4(1H,3H)-pyrimidinedione",hem_onc,HemOnc,,5fluoro241h3hpyrimidinedione
,5-Fluorouracil,hem_onc,HemOnc,,5fluorouracil
,5-Fluracil,hem_onc,HemOnc,,5fluracil
,5-Fu,hem_onc,HemOnc,,5fu
,5-fluorouracil,hem_onc,HemOnc,,5fluorouracil
,5FU,hem_onc,HemOnc,,5fu
,AccuSite,hem_onc,HemOnc,,accusite
,Adrucil,hem_onc,HemOnc,,adrucil
rx:285133.0,Carac,hem_onc,HemOnc,,carac
rx:4492.0,FLUOROURACIL,hem_onc,HemOnc,,fluorouracil
rx:4492.0,Fluoro Uracil,hem_onc,HemOnc,,fluorouracil
rx:4492.0,Fluorouracil,hem_onc,HemOnc,,fluorouracil
,Fluouracil,hem_onc,HemOnc,,fluouracil
,Flurablastin,hem_onc,HemOnc,,flurablastin
,Fluracedyl,hem_onc,HemOnc,,fluracedyl
,Fluracil,hem_onc,HemOnc,,fluracil
,Fluril,hem_onc,HemOnc,,fluril
,Fluroblastin,hem_onc,HemOnc,,fluroblastin
,Ribofluor,hem_onc,HemOnc,,ribofluor
,Ro 2-9757,hem_onc,HemOnc,,ro29757
,Ro-2-9757,hem_onc,HemOnc,,ro29757
rx:4492.0,fluorouracil,hem_onc,HemOnc,,fluorouracil
,"(11Beta,17beta)-9-fluoro-11,17-dihydroxy-17-methylandrost-4-en-3-one",hem_onc,HemOnc,,11beta17beta9fluoro1117dihydroxy17methylandrost4en3one
,"11Beta,17beta-dihydroxy-9alpha-fluoro-17alpha-methyl-4-androsten-3-one",hem_onc,HemOnc,,11beta17betadihydroxy9alphafluoro17alphamethyl4androsten3one
,9Alpha-fluoro-11beta-hydroxy-17alpha-methyltestosterone,hem_onc,HemOnc,,9alphafluoro11betahydroxy17alphamethyltestosterone
,Androfluorene,hem_onc,HemOnc,,androfluorene
,Android-F,hem_onc,HemOnc,,androidf
,Androsterolo,hem_onc,HemOnc,,androsterolo
,Androxy,hem_onc,HemOnc,,androxy
,FLUOXYMESTERONE,hem_onc,HemOnc,,fluoxymesterone
,FXM,hem_onc,HemOnc,,fxm
,Fluoxymesterone,hem_onc,HemOnc,,fluoxymesterone
,Halodrin,hem_onc,HemOnc,,halodrin
,Halotestin,hem_onc,HemOnc,,halotestin
,Ora Testryl,hem_onc,HemOnc,,oratestryl
,Ora-Testryl,hem_onc,HemOnc,,oratestryl
,Ora-testryl,hem_onc,HemOnc,,oratestryl
,Oratestin,hem_onc,HemOnc,,oratestin
,Stenox,hem_onc,HemOnc,,stenox
,Testoral,hem_onc,HemOnc,,testoral
,Ultandren,hem_onc,HemOnc,,ultandren
,2-Methyl-N-[4-nitro-3-(trifluoromethyl)phenyl]propanamide,hem_onc,HemOnc,,2methyln4nitro3trifluoromethylphenylpropanamide
,4'-Nitro-3'-trifluoromethylisobutyranilide,hem_onc,HemOnc,,4nitro3trifluoromethylisobutyranilide
,"Alpha,alpha,alpha-trifluoro-2-methy-4'-nitro-m-propionotoluidide",hem_onc,HemOnc,,alphaalphaalphatrifluoro2methy4nitrompropionotoluidide
,Apimid,hem_onc,HemOnc,,apimid
,Cebatrol,hem_onc,HemOnc,,cebatrol
,Chimax,hem_onc,HemOnc,,chimax
,Cytomid,hem_onc,HemOnc,,cytomid
,Drogenil,hem_onc,HemOnc,,drogenil
,Euflex,hem_onc,HemOnc,,euflex
,Eulexin,hem_onc,HemOnc,,eulexin
,Eulexine,hem_onc,HemOnc,,eulexine
,FLUT,hem_onc,HemOnc,,flut
rx:4508.0,FLUTAMIDE,hem_onc,HemOnc,,flutamide
,Flucinom,hem_onc,HemOnc,,flucinom
,Flucinome,hem_onc,HemOnc,,flucinome
,Flugerel,hem_onc,HemOnc,,flugerel
,Fluken,hem_onc,HemOnc,,fluken
,Flulem,hem_onc,HemOnc,,flulem
,Fluta-Gry,hem_onc,HemOnc,,flutagry
,Flutabene,hem_onc,HemOnc,,flutabene
,Flutacan,hem_onc,HemOnc,,flutacan
,Flutamex,hem_onc,HemOnc,,flutamex
rx:4508.0,Flutamide,hem_onc,HemOnc,,flutamide
,Flutamin,hem_onc,HemOnc,,flutamin
,Flutan,hem_onc,HemOnc,,flutan
,Flutaplex,hem_onc,HemOnc,,flutaplex
,Fugerel,hem_onc,HemOnc,,fugerel
,Grisetin,hem_onc,HemOnc,,grisetin
,Niftolide,hem_onc,HemOnc,,niftolide
,Oncosal,hem_onc,HemOnc,,oncosal
,Profamid,hem_onc,HemOnc,,profamid
,"Propanamide, 2-Methyl-N-(4-nitro-3-(trifluoromethyl)phenyl)-",hem_onc,HemOnc,,propanamide2methyln4nitro3trifluoromethylphenyl
,Prostacur,hem_onc,HemOnc,,prostacur
,Prostadirex,hem_onc,HemOnc,,prostadirex
,Prostica,hem_onc,HemOnc,,prostica
,Prostogenat,hem_onc,HemOnc,,prostogenat
,SCH 13521,hem_onc,HemOnc,,sch13521
,Sch 13521,hem_onc,HemOnc,,sch13521
,Tafenil,hem_onc,HemOnc,,tafenil
,Tecnoflut,hem_onc,HemOnc,,tecnoflut
,Testotard,hem_onc,HemOnc,,testotard
rx:4508.0,flutamide,hem_onc,HemOnc,,flutamide
,2-[4-[(2-amino-4-oxo-1H-pteridin-6-yl)methylamino]benzoyl]aminopentanedioic acid,hem_onc,HemOnc,,242amino4oxo1hpteridin6ylmethylaminobenzoylaminopentanedioicacid
,FA,hem_onc,HemOnc,,fa
,FOLIC ACID,hem_onc,HemOnc,,folicacid
,Ffolate,hem_onc,HemOnc,,ffolate
,Folacin,hem_onc,HemOnc,,folacin
,Folic Acid,hem_onc,HemOnc,,folicacid
,Folic acid,hem_onc,HemOnc,,folicacid
,"N-(4-(((2-Amino-1,4-dihydro-4-oxo-6-pteridinyl)methyl)amino)benzoyl)-L-glutamic acid",hem_onc,HemOnc,,n42amino14dihydro4oxo6pteridinylmethylaminobenzoyllglutamicacid
,"N-[4-[[(2-Amino-1,4-dihydro-4-oxo-6-pteridinyl)methyl]amino]benzoyl]-L-glutamic Acid",hem_onc,HemOnc,,n42amino14dihydro4oxo6pteridinylmethylaminobenzoyllglutamicacid
,Pteroylmonoglutamic Acid,hem_onc,HemOnc,,pteroylmonoglutamicacid
,Vitamin B9,hem_onc,HemOnc,,vitaminb9
,Vitamin Bc,hem_onc,HemOnc,,vitaminbc
,folic acid,hem_onc,HemOnc,,folicacid
,FONDAPARINUX,hem_onc,HemOnc,,fondaparinux
,Fondaparinux,hem_onc,HemOnc,,fondaparinux
,Natural Heparin Pentasaccharide,hem_onc,HemOnc,,naturalheparinpentasaccharide
,ORG 31540,hem_onc,HemOnc,,org31540
,PENTA,hem_onc,HemOnc,,penta
,SR 90107,hem_onc,HemOnc,,sr90107
,fondaparinux,hem_onc,HemOnc,,fondaparinux
,"4-Hydroxyandrost-4-ene-3,17-dione",hem_onc,HemOnc,,4hydroxyandrost4ene317dione
,4-Hydroxyandrostenedione,hem_onc,HemOnc,,4hydroxyandrostenedione
,4-OHA,hem_onc,HemOnc,,4oha
,4-OHAD,hem_onc,HemOnc,,4ohad
,CGP-32349,hem_onc,HemOnc,,cgp32349
,FORMESTANE,hem_onc,HemOnc,,formestane
,Formestane,hem_onc,HemOnc,,formestane
,Lentaron,hem_onc,HemOnc,,lentaron
,FORODESINE,hem_onc,HemOnc,,forodesine
,Forodesine,hem_onc,HemOnc,,forodesine
,forodesine,hem_onc,HemOnc,,forodesine
rx:1731071,FOSAPREPITANT,hem_onc,HemOnc,,fosaprepitant
rx:1731071,Fosaprepitant,hem_onc,HemOnc,,fosaprepitant
,FOSNETUPITANT,hem_onc,HemOnc,,fosnetupitant
,Fosnetupitant,hem_onc,HemOnc,,fosnetupitant
,"(6-((5-Fluoro-2-((3,4,5-Trimethoxyphenyl)Amino)Pyrimidin-4-yl)Amino)-2,2-Dimethyl-3-Oxo-2,3-Dihydro-4H-Pyrido(3,2-B)(1,4)Oxazin-4-Yl)Methyl Dihydrogen Phosphate",hem_onc,HemOnc,,65fluoro2345trimethoxyphenylaminopyrimidin4ylamino22dimethyl3oxo23dihydro4hpyrido32b14oxazin4ylmethyldihydrogenphosphate
,"2H-Pyrido(3,2-B)-1,4-Oxazin-3(4H)-One, 6-((5-Fluoro-2-((3,4,5-Trimethoxyphenyl)Amino)-4-Pyrimidinyl)Amino)-2,2-Dimethyl-4-((Phosphonooxy)Methyl)-",hem_onc,HemOnc,,2hpyrido32b14oxazin34hone65fluoro2345trimethoxyphenylamino4pyrimidinylamino22dimethyl4phosphonooxymethyl
rx:2044896.0,FOSTAMATINIB,hem_onc,HemOnc,,fostamatinib
rx:2044896.0,Fostamatinib,hem_onc,HemOnc,,fostamatinib
,R 788 Free Acid,hem_onc,HemOnc,,r788freeacid
,R 935788 Free Acid,hem_onc,HemOnc,,r935788freeacid
,R-788 Free Acid,hem_onc,HemOnc,,r788freeacid
,R-935788 Free Acid,hem_onc,HemOnc,,r935788freeacid
,R788 Free Acid,hem_onc,HemOnc,,r788freeacid
,1-[N-(2-chloroethyl)-N-nitrosoureido]ethylphosphonic acid diethyl ester,hem_onc,HemOnc,,1n2chloroethylnnitrosoureidoethylphosphonicaciddiethylester
,FOTEMUSTINE,hem_onc,HemOnc,,fotemustine
,Fotemustine,hem_onc,HemOnc,,fotemustine
,Muphoran,hem_onc,HemOnc,,muphoran
,S 10036,hem_onc,HemOnc,,s10036
,[1-[[[(2-chloroethyl)nitrosamino]-carbonyl]amino]ethyl]phosphonic acid diethyl ester,hem_onc,HemOnc,,12chloroethylnitrosaminocarbonylaminoethylphosphonicaciddiethylester
,diethyl[1-[3-(2-chloroethyl)-3-nitrosoureido]ethyl]phosphonate,hem_onc,HemOnc,,diethyl132chloroethyl3nitrosoureidoethylphosphonate
,fotemustine,hem_onc,HemOnc,,fotemustine
,"6-(6,7-Dimethoxyquinazolin-4-yl)oxy-N,2-dimethyl-1-benzofuran-3-carboxamide",hem_onc,HemOnc,,667dimethoxyquinazolin4yloxyn2dimethyl1benzofuran3carboxamide
,Elunate,hem_onc,HemOnc,,elunate
rx:2670179.0,FRUQUINTINIB,hem_onc,HemOnc,,fruquintinib
rx:2670179.0,Fruquintinib,hem_onc,HemOnc,,fruquintinib
rx:2670185.0,Fruzaqla,hem_onc,HemOnc,,fruzaqla
,HMPL 013,hem_onc,HemOnc,,hmpl013
,HMPL-013,hem_onc,HemOnc,,hmpl013
,HMPL013,hem_onc,HemOnc,,hmpl013
,VEGFR-1/2/3 Inhibitor HMPL-013,hem_onc,HemOnc,,vegfr123inhibitorhmpl013
,"7a-[9-[(4,4,5,5,5,-Pentafluoropentyl)sulphinyl]nonyl]-estra-1,3,5(10)-triene-3,17b-diol",hem_onc,HemOnc,,7a944555pentafluoropentylsulphinylnonylestra13510triene317bdiol
rx:282357.0,FULVESTRANT,hem_onc,HemOnc,,fulvestrant
rx:203870.0,Faslodex,hem_onc,HemOnc,,faslodex
rx:203870.0,"Faslodex(ICI 182,780)",hem_onc,HemOnc,,faslodex
rx:282357.0,Fulvestrant,hem_onc,HemOnc,,fulvestrant
,"ICI 182,780",hem_onc,HemOnc,,ici182780
,ICI 182780,hem_onc,HemOnc,,ici182780
,ICI-182780,hem_onc,HemOnc,,ici182780
,ICI182780,hem_onc,HemOnc,,ici182780
,ZD 9238,hem_onc,HemOnc,,zd9238
,ZD-9238,hem_onc,HemOnc,,zd9238
,ZD9238,hem_onc,HemOnc,,zd9238
rx:282357.0,fulvestrant,hem_onc,HemOnc,,fulvestrant
,FRS,hem_onc,HemOnc,,frs
,FUROSEMIDE,hem_onc,HemOnc,,furosemide
,Furosemide,hem_onc,HemOnc,,furosemide
,LB 502,hem_onc,HemOnc,,lb502
,LB-502,hem_onc,HemOnc,,lb502
,Lasix,hem_onc,HemOnc,,lasix
,SK-Furosemide,hem_onc,HemOnc,,skfurosemide
,"2-Propen-1-one, 1-((3S)-3-(4-Amino-3-(2-(3,5-dimethoxyphenyl)ethynyl)-1H-pyrazolo(3,4-d)pyrimidin-1-yl)-1-pyrrolidinyl)-",hem_onc,HemOnc,,2propen1one13s34amino3235dimethoxyphenylethynyl1hpyrazolo34dpyrimidin1yl1pyrrolidinyl
rx:2628190.0,FUTIBATINIB,hem_onc,HemOnc,,futibatinib
rx:2628190.0,Futibatinib,hem_onc,HemOnc,,futibatinib
rx:2628196.0,Lytgobi,hem_onc,HemOnc,,lytgobi
,TAS 120,hem_onc,HemOnc,,tas120
,TAS-120,hem_onc,HemOnc,,tas120
,TAS120,hem_onc,HemOnc,,tas120
,"Androsta-5,16-dien-3-ol, 17-(1h-benzimidazol-1-yl)-, (3beta)-",hem_onc,HemOnc,,androsta516dien3ol171hbenzimidazol1yl3beta
,GALETERONE,hem_onc,HemOnc,,galeterone
,Galeterone,hem_onc,HemOnc,,galeterone
,Specific Androgen Receptor Modulator/CYP17 Lyase Inhibitor TOK-001,hem_onc,HemOnc,,specificandrogenreceptormodulatorcyp17lyaseinhibitortok001
,TOK 001,hem_onc,HemOnc,,tok001
,TOK-001,hem_onc,HemOnc,,tok001
,TOK001,hem_onc,HemOnc,,tok001
,VN/124,hem_onc,HemOnc,,vn124
,VN/124-1,hem_onc,HemOnc,,vn1241
,"3-(2,4-dihydroxy-5-isopropylphenyl)-4-(1-methylindol-5-yl)-5-hydroxy-4h-1,2,4-triazole 3h-1,2,4-triazol-3-one",hem_onc,HemOnc,,324dihydroxy5isopropylphenyl41methylindol5yl5hydroxy4h124triazole3h124triazol3one
,"5-(2,4-dihydroxy-5-(1-methylethyl)phenyl)-2,4-dihydro-4-(1-methyl-1h-indol-5-yl)-",hem_onc,HemOnc,,524dihydroxy51methylethylphenyl24dihydro41methyl1hindol5yl
,GANETESPIB,hem_onc,HemOnc,,ganetespib
,Ganetespib,hem_onc,HemOnc,,ganetespib
,Hsp90 Inhibitor STA-9090,hem_onc,HemOnc,,hsp90inhibitorsta9090
,STA 9090,hem_onc,HemOnc,,sta9090
,STA-9090,hem_onc,HemOnc,,sta9090
,STA9090,hem_onc,HemOnc,,sta9090
,AMG 479,hem_onc,HemOnc,,amg479
,AMG-479,hem_onc,HemOnc,,amg479
,AMG479,hem_onc,HemOnc,,amg479
,Anti-IGF-1R Human Monoclonal Antibody AMG-479,hem_onc,HemOnc,,antiigf1rhumanmonoclonalantibodyamg479
,GANITUMAB,hem_onc,HemOnc,,ganitumab
,Ganitumab,hem_onc,HemOnc,,ganitumab
,4-(3'-Chloro-4'-fluoroanilino)-7-methoxy-6-(3-morpholinopropoxy)quinazoline,hem_onc,HemOnc,,43chloro4fluoroanilino7methoxy63morpholinopropoxyquinazoline
rx:328134.0,GEFITINIB,hem_onc,HemOnc,,gefitinib
rx:328134.0,Gefitinib,hem_onc,HemOnc,,gefitinib
rx:281883.0,Iressa,hem_onc,HemOnc,,iressa
,N-(3-chloro-4-fluorophenyl)-7-methoxy-6-[3-(4-morpholin) propoxy]-4-quinazolinamine,hem_onc,HemOnc,,n3chloro4fluorophenyl7methoxy634morpholinpropoxy4quinazolinamine
,ZD 1839,hem_onc,HemOnc,,zd1839
,ZD-1839,hem_onc,HemOnc,,zd1839
,ZD1839,hem_onc,HemOnc,,zd1839
rx:328134.0,gefitinib,hem_onc,HemOnc,,gefitinib
,"1-(2-Oxo-4-amino-1,2-dihydropyrimidin-1-yl)-2-deoxy-2,2-difluororibose",hem_onc,HemOnc,,12oxo4amino12dihydropyrimidin1yl2deoxy22difluororibose
,"2'Deoxy-2',2'-Difluorocytidine",hem_onc,HemOnc,,2deoxy22difluorocytidine
,Difluorodeoxycytidine,hem_onc,HemOnc,,difluorodeoxycytidine
rx:12574.0,GEMCITABINE,hem_onc,HemOnc,,gemcitabine
rx:12574.0,Gemcitabine,hem_onc,HemOnc,,gemcitabine
,dFdC,hem_onc,HemOnc,,dfdc
,dFdCyd,hem_onc,HemOnc,,dfdcyd
rx:12574.0,gemcitabine,hem_onc,HemOnc,,gemcitabine
,CDP-771,hem_onc,HemOnc,,cdp771
,CMA-676,hem_onc,HemOnc,,cma676
,Calicheamicin-Conjugated Humanized Anti-CD33 Monoclonal Antibody,hem_onc,HemOnc,,calicheamicinconjugatedhumanizedanticd33monoclonalantibody
rx:1294580.0,GEMTUZUMAB OZOGAMICIN,hem_onc,HemOnc,,gemtuzumabozogamicin
rx:1294580.0,Gemtuzumab Ozogamicin,hem_onc,HemOnc,,gemtuzumabozogamicin
rx:1294580.0,Gemtuzumab ozogamicin,hem_onc,HemOnc,,gemtuzumabozogamicin
rx:261585.0,Mylotarg,hem_onc,HemOnc,,mylotarg
,WAY-CMA-676,hem_onc,HemOnc,,waycma676
,gemtuzumab,hem_onc,HemOnc,,gemtuzumab
rx:1294580.0,gemtuzumab ozogamicin,hem_onc,HemOnc,,gemtuzumabozogamicin
,hP67.6-Calicheamicin,hem_onc,HemOnc,,hp676calicheamicin
,6-Ethyl-3-((3-methoxy-4-(4-(4-methylpiperazin-1-yl)piperidin-1-yl)phenyl)amino)-5-((tetrahydro-2H-pyran-4-yl)amino)pyrazine-2-carboxamide,hem_onc,HemOnc,,6ethyl33methoxy444methylpiperazin1ylpiperidin1ylphenylamino5tetrahydro2hpyran4ylaminopyrazine2carboxamide
,ASP 2215,hem_onc,HemOnc,,asp2215
,ASP-2215,hem_onc,HemOnc,,asp2215
,ASP2215,hem_onc,HemOnc,,asp2215
rx:2105806.0,GILTERITINIB,hem_onc,HemOnc,,gilteritinib
rx:2105806.0,Gilteritinib,hem_onc,HemOnc,,gilteritinib
rx:2105845.0,GLASDEGIB,hem_onc,HemOnc,,glasdegib
rx:2105845.0,Glasdegib,hem_onc,HemOnc,,glasdegib
,PF 04449913,hem_onc,HemOnc,,pf04449913
,PF-04449913,hem_onc,HemOnc,,pf04449913
,PF04449913,hem_onc,HemOnc,,pf04449913
,Anti-CD20 x Anti-CD3 Bispecific Monoclonal Antibody RO7082859,hem_onc,HemOnc,,anticd20xanticd3bispecificmonoclonalantibodyro7082859
rx:2639788.0,Columvi,hem_onc,HemOnc,,columvi
rx:2639782.0,GLOFITAMAB,hem_onc,HemOnc,,glofitamab
rx:2639782.0,Glofitamab,hem_onc,HemOnc,,glofitamab
rx:2639781.0,Glofitamab-gxbm,hem_onc,HemOnc,,glofitamabgxbm
,RO 7082859,hem_onc,HemOnc,,ro7082859
,RO-7082859,hem_onc,HemOnc,,ro7082859
,RO7082859,hem_onc,HemOnc,,ro7082859
,Acetylaspartylglutamate Dipeptidase,hem_onc,HemOnc,,acetylaspartylglutamatedipeptidase
,CPDG2,hem_onc,HemOnc,,cpdg2
,CPG2,hem_onc,HemOnc,,cpg2
,Carboxypeptidase G2,hem_onc,HemOnc,,carboxypeptidaseg2
rx:1242127.0,GLUCARPIDASE,hem_onc,HemOnc,,glucarpidase
rx:1242127.0,Glucarpidase,hem_onc,HemOnc,,glucarpidase
,Megludase,hem_onc,HemOnc,,megludase
,Poly(gamma-glutamic Acid) Endohydrolase,hem_onc,HemOnc,,polygammaglutamicacidendohydrolase
,Pteroylpolygammaglutamyl Hydrolase,hem_onc,HemOnc,,pteroylpolygammaglutamylhydrolase
rx:1242132.0,Voraxaze,hem_onc,HemOnc,,voraxaze
,carboxypeptidase-G2,hem_onc,HemOnc,,carboxypeptidaseg2
,(S)-2-Aminopentane-dioic acid 5-amide,hem_onc,HemOnc,,s2aminopentanedioicacid5amide
,Endari,hem_onc,HemOnc,,endari
,GLUTAMINE,hem_onc,HemOnc,,glutamine
,"GLUTAMINE,L-",hem_onc,HemOnc,,glutaminel
,Gln,hem_onc,HemOnc,,gln
,GlutaSolve,hem_onc,HemOnc,,glutasolve
,Glutacerebro,hem_onc,HemOnc,,glutacerebro
,Glutamine,hem_onc,HemOnc,,glutamine
,Glutapak-10,hem_onc,HemOnc,,glutapak10
,Glutaven,hem_onc,HemOnc,,glutaven
,L-Glutamine,hem_onc,HemOnc,,lglutamine
,L-glutamine,hem_onc,HemOnc,,lglutamine
,Memoril,hem_onc,HemOnc,,memoril
,Nutrestore,hem_onc,HemOnc,,nutrestore
,Q. Levoglutamide,hem_onc,HemOnc,,qlevoglutamide
,Resource Glutasolve,hem_onc,HemOnc,,resourceglutasolve
,Sympt-X,hem_onc,HemOnc,,symptx
,Sympt-X G.I.,hem_onc,HemOnc,,symptxgi
,glutamine,hem_onc,HemOnc,,glutamine
,"6-[O-(1,1-Dimethylethyl)-D-serine]-10-deglycinamide Luteinizing Hormone-Releasing Factor (Pig) 2-(aminocarbonyl)hydrazide",hem_onc,HemOnc,,6o11dimethylethyldserine10deglycinamideluteinizinghormonereleasingfactorpig2aminocarbonylhydrazide
rx:50610.0,GOSERELIN,hem_onc,HemOnc,,goserelin
rx:50610.0,Goserelin,hem_onc,HemOnc,,goserelin
,ICI-118630,hem_onc,HemOnc,,ici118630
rx:50610.0,goserelin,hem_onc,HemOnc,,goserelin
,1-Methyl-N-(9-methyl-endo-9-azabicyclo(3.3.1)non-3-yl)-1H-indazole-3-carboxamide,hem_onc,HemOnc,,1methyln9methylendo9azabicyclo331non3yl1hindazole3carboxamide
rx:26237.0,GRANISETRON,hem_onc,HemOnc,,granisetron
rx:26237.0,Granisetron,hem_onc,HemOnc,,granisetron
rx:26237.0,granisetron,hem_onc,HemOnc,,granisetron
,DNMT inhibitor SGI-110,hem_onc,HemOnc,,dnmtinhibitorsgi110
,GUADECITABINE,hem_onc,HemOnc,,guadecitabine
,Guadecitabine,hem_onc,HemOnc,,guadecitabine
,S110,hem_onc,HemOnc,,s110
,SGI 110,hem_onc,HemOnc,,sgi110
,SGI-110,hem_onc,HemOnc,,sgi110
,SGI110,hem_onc,HemOnc,,sgi110
,4-[4-(4-Chlorophenyl)-4-hydroxy-1-piperidinyl]-1-(4-fluorophenyl)-1-butanone,hem_onc,HemOnc,,444chlorophenyl4hydroxy1piperidinyl14fluorophenyl1butanone
,HALOPERIDOL,hem_onc,HemOnc,,haloperidol
,Haldol,hem_onc,HemOnc,,haldol
,Haloperidol,hem_onc,HemOnc,,haloperidol
,McN-JR-1625,hem_onc,HemOnc,,mcnjr1625
,R 1625,hem_onc,HemOnc,,r1625
,R-1625,hem_onc,HemOnc,,r1625
,haloperidol,hem_onc,HemOnc,,haloperidol
,HEPARIN,hem_onc,HemOnc,,heparin
,Heparin,hem_onc,HemOnc,,heparin
,UFH,hem_onc,HemOnc,,ufh
,Unfractionated Heparin,hem_onc,HemOnc,,unfractionatedheparin
,Unfractionated heparin,hem_onc,HemOnc,,unfractionatedheparin
,heparin,hem_onc,HemOnc,,heparin
,2-(1-H-imidazol-4-yl) Ethylamine Dihydrochloride,hem_onc,HemOnc,,21himidazol4ylethylaminedihydrochloride
,Ceplene,hem_onc,HemOnc,,ceplene
,HISTAMINE DIHYDROCHLORIDE,hem_onc,HemOnc,,histaminedihydrochloride
,Histamine Dihydrochloride,hem_onc,HemOnc,,histaminedihydrochloride
,Histamine Hydrochloride,hem_onc,HemOnc,,histaminehydrochloride
,Histamine dihydrochloride,hem_onc,HemOnc,,histaminedihydrochloride
,Maxamine,hem_onc,HemOnc,,maxamine
,histamine dihydrochloride,hem_onc,HemOnc,,histaminedihydrochloride
,HISTRELIN,hem_onc,HemOnc,,histrelin
,Histrelin,hem_onc,HemOnc,,histrelin
,HUMAN COAGULATION FACTOR VIII/VON WILLEBRAND FACTOR COMPLEX,hem_onc,HemOnc,,humancoagulationfactorviiivonwillebrandfactorcomplex
,Human Coagulation Factor VIII/Von Willebrand Factor Complex,hem_onc,HemOnc,,humancoagulationfactorviiivonwillebrandfactorcomplex
,Von Willebrand factor and factor VIII complex human,hem_onc,HemOnc,,vonwillebrandfactorandfactorviiicomplexhuman
,Wilate,hem_onc,HemOnc,,wilate
,von Willebrand Factor/Coagulation Factor VIII Complex Human,hem_onc,HemOnc,,vonwillebrandfactorcoagulationfactorviiicomplexhuman
,CMV Hyperimmune Gamma Globulin,hem_onc,HemOnc,,cmvhyperimmunegammaglobulin
,CMVIG,hem_onc,HemOnc,,cmvig
,Cytogam,hem_onc,HemOnc,,cytogam
,Cytomegalovirus Immune Globulin,hem_onc,HemOnc,,cytomegalovirusimmuneglobulin
